trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_WD_SERVICE_MTC_TRUNK_29C_05_1042,05:58:00,05:59:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_05_1043,05:58:00,05:59:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_05_1044,05:31:00,05:32:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_05_1045,05:17:00,05:18:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_05_1046,05:06:00,05:07:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_05_1047,05:45:00,05:46:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1048,05:48:00,05:49:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1049,05:28:00,05:29:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1050,05:01:00,05:02:00,MTC_BNG01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1051,05:20:00,05:21:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1052,05:39:00,05:40:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1053,05:13:00,05:14:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_05_1054,05:42:00,05:43:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_05_1055,05:01:00,05:02:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_05_1056,05:52:00,05:53:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1057,05:09:00,05:10:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1058,05:56:00,05:57:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1059,05:19:00,05:20:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1060,05:13:00,05:14:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1061,05:20:00,05:21:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1062,05:00:00,05:01:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1063,05:45:00,05:46:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1064,05:38:00,05:39:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1065,05:44:00,05:45:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_05_1066,05:00:00,05:01:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_05_1067,05:53:00,05:54:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_05_1068,05:52:00,05:53:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1069,05:47:00,05:48:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1070,05:48:00,05:49:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_05_1071,05:56:00,05:57:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_05_1072,05:32:00,05:33:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_05_1073,05:04:00,05:05:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_05_1074,05:57:00,05:58:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1075,05:30:00,05:31:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1076,05:00:00,05:01:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1077,05:00:00,05:01:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1078,05:46:00,05:47:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1079,05:27:00,05:28:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_05_1080,05:57:00,05:58:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_05_1081,05:52:00,05:53:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_05_1082,05:00:00,05:01:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_05_1083,05:41:00,05:42:00,MTC_STH01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_05_1084,05:34:00,05:35:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_05_1085,05:59:00,05:00:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_05_1086,05:12:00,05:13:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1087,05:54:00,05:55:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1088,05:38:00,05:39:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1089,05:59:00,05:00:00,CMBT01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_05_1090,05:55:00,05:56:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_05_1091,05:00:00,05:01:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_05_1092,05:31:00,05:32:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1093,05:41:00,05:42:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1094,05:30:00,05:31:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_05_1095,05:01:00,05:02:00,VLCY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1096,06:01:00,06:02:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1097,06:27:00,06:28:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1098,06:59:00,06:00:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1099,06:06:00,06:07:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1100,06:45:00,06:46:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1101,06:14:00,06:15:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_06_1102,06:25:00,06:26:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_06_1103,06:50:00,06:51:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_06_1104,06:53:00,06:54:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1105,06:52:00,06:53:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1106,06:49:00,06:50:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1107,06:04:00,06:05:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1108,06:30:00,06:31:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1109,06:52:00,06:53:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1110,06:56:00,06:57:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1111,06:22:00,06:23:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1112,06:45:00,06:46:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1113,06:08:00,06:09:00,MTC_MRN01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1114,06:05:00,06:06:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1115,06:20:00,06:21:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1116,06:49:00,06:50:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_06_1117,06:09:00,06:10:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_06_1118,06:05:00,06:06:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_06_1119,06:16:00,06:17:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1120,06:49:00,06:50:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1121,06:33:00,06:34:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1122,06:16:00,06:17:00,MAM01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1123,06:22:00,06:23:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1124,06:14:00,06:15:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1125,06:48:00,06:49:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1126,06:01:00,06:02:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1127,06:41:00,06:42:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1128,06:30:00,06:31:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1129,06:03:00,06:04:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1130,06:31:00,06:32:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1131,06:52:00,06:53:00,MTC_MYL01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1132,06:56:00,06:57:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1133,06:29:00,06:30:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1134,06:48:00,06:49:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1135,06:53:00,06:54:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1136,06:55:00,06:56:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1137,06:28:00,06:29:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1138,06:31:00,06:32:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1139,06:30:00,06:31:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1140,06:49:00,06:50:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1141,06:24:00,06:25:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1142,06:55:00,06:56:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_06_1143,06:29:00,06:30:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1144,06:07:00,06:08:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1145,06:01:00,06:02:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1146,06:31:00,06:32:00,MTC_BNG01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1147,06:48:00,06:49:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1148,06:15:00,06:16:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1149,06:55:00,06:56:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1150,06:57:00,06:58:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1151,06:02:00,06:03:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1152,06:02:00,06:03:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1153,06:38:00,06:39:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1154,06:11:00,06:12:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1155,06:52:00,06:53:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1156,06:41:00,06:42:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1157,06:32:00,06:33:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1158,06:32:00,06:33:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1159,06:16:00,06:17:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1160,06:21:00,06:22:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1161,06:10:00,06:11:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1162,06:37:00,06:38:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1163,06:58:00,06:59:00,CMRL_AIR01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_06_1164,06:10:00,06:11:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1165,06:25:00,06:26:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1166,06:47:00,06:48:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_06_1167,06:08:00,06:09:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1168,06:18:00,06:19:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1169,06:48:00,06:49:00,CMRL_ALN01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1170,06:12:00,06:13:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1171,06:57:00,06:58:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1172,06:03:00,06:04:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1173,06:27:00,06:28:00,CMRL_ALN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1174,06:10:00,06:11:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1175,06:34:00,06:35:00,MTC_STH01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_06_1176,06:54:00,06:55:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1177,06:49:00,06:50:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1178,06:36:00,06:37:00,MTC_STH01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1179,06:53:00,06:54:00,MTC_STH01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1180,06:47:00,06:48:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1181,06:54:00,06:55:00,CMBT01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_06_1182,06:06:00,06:07:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1183,06:51:00,06:52:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1184,06:12:00,06:13:00,CMBT01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1185,06:35:00,06:36:00,CMBT01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1186,06:18:00,06:19:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1187,06:02:00,06:03:00,VLCY01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_06_1188,06:52:00,06:53:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1189,06:40:00,06:41:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1190,06:07:00,06:08:00,VLCY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_06_1191,06:35:00,06:36:00,VLCY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1192,07:40:00,07:41:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1193,07:59:00,07:00:00,MAS01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1194,07:56:00,07:57:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_07_1195,07:20:00,07:21:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_07_1196,07:45:00,07:46:00,MAS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_07_1197,07:27:00,07:28:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_07_1198,07:54:00,07:55:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_07_1199,07:22:00,07:23:00,MAS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_NORTH_WEST_07_1200,07:00:00,07:01:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1201,07:00:00,07:01:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1202,07:52:00,07:53:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1203,07:37:00,07:38:00,MAS01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1204,07:59:00,07:00:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1205,07:41:00,07:42:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1206,07:11:00,07:12:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1207,07:33:00,07:34:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1208,07:22:00,07:23:00,MTC_MRN01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1209,07:02:00,07:03:00,MTC_MRN01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1210,07:32:00,07:33:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1211,07:54:00,07:55:00,MAM01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1212,07:26:00,07:27:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_07_1213,07:57:00,07:58:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_07_1214,07:06:00,07:07:00,MAM01,1
TRIP_WD_SERVICE_MTC_FEEDER_11G_07_1215,07:53:00,07:54:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1216,07:29:00,07:30:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1217,07:36:00,07:37:00,MAM01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1218,07:11:00,07:12:00,MAM01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_07_1219,07:38:00,07:39:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_07_1220,07:27:00,07:28:00,MTC_MYL01,1
TRIP_WD_SERVICE_MRTS_BEACH_VELACHERY_07_1221,07:10:00,07:11:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1222,07:04:00,07:05:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1223,07:01:00,07:02:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1224,07:55:00,07:56:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1225,07:06:00,07:07:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1226,07:09:00,07:10:00,MTC_MYL01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1227,07:47:00,07:48:00,MTC_MYL01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1228,07:34:00,07:35:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1229,07:34:00,07:35:00,MS01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1230,07:31:00,07:32:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_07_1231,07:55:00,07:56:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_07_1232,07:05:00,07:06:00,MS01,1
TRIP_WD_SERVICE_CMRL_GREEN_LINE_07_1233,07:03:00,07:04:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1234,07:46:00,07:47:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1235,07:55:00,07:56:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1236,07:42:00,07:43:00,MS01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1237,07:19:00,07:20:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1238,07:48:00,07:49:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_29C_07_1239,07:06:00,07:07:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1240,07:25:00,07:26:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1241,07:19:00,07:20:00,MTC_BNG01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1242,07:39:00,07:40:00,MTC_BNG01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1243,07:00:00,07:01:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1244,07:12:00,07:13:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1245,07:32:00,07:33:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1246,07:37:00,07:38:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1247,07:59:00,07:00:00,GDY01,1
TRIP_WD_SERVICE_SR_SUBURBAN_SOUTH_07_1248,07:09:00,07:10:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1249,07:10:00,07:11:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1250,07:11:00,07:12:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_21G_07_1251,07:58:00,07:59:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_07_1252,07:43:00,07:44:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_07_1253,07:56:00,07:57:00,GDY01,1
TRIP_WD_SERVICE_MTC_TRUNK_570_07_1254,07:42:00,07:43:00,GDY01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1255,07:56:00,07:57:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1256,07:08:00,07:09:00,CMRL_AIR01,1
TRIP_WD_SERVICE_CMRL_BLUE_LINE_07_1257,07:29:00,07:30:00,CMRL_AIR01,1
